DatePosted,Origin,OriginAirport,Destination,DestinationAirport,RegularPrice,SalePrice,DiscountRate,FlightDate,BookingLink
2019-08-28-03-52,Chicago,ORD,Athens,ATH,702,442,62.96,"Mon, 11 Nov - Tue, 19 Nov",https://www.google.com/flights#flt=ORD./m/0n2z.2019-11-11*/m/0n2z.ORD.2019-11-19;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Chicago,ORD,Stockholm,ARN,680,398,58.53,"Thu, 5 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=ORD./m/06mxs.2019-12-05*/m/06mxs.ORD.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Chicago,ORD,Edinburgh,EDI,631,432,68.46,"Sat, 9 Nov - Fri, 15 Nov",https://www.google.com/flights#flt=ORD./m/02m77.2019-11-09*/m/02m77.ORD.2019-11-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Chicago,ORD,Kraków,KRK,786,434,55.22,"Sat, 30 Nov - Fri, 6 Dec",https://www.google.com/flights#flt=ORD./m/0491y.2019-11-30*/m/0491y.ORD.2019-12-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Chicago,ORD,Warsaw,WAW,664,448,67.47,"Sat, 16 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=ORD./m/081m_.2019-11-16*/m/081m_.ORD.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Chicago,ORD,Nice,NCE,703,425,60.46,"Sat, 9 Nov - Sun, 17 Nov",https://www.google.com/flights#flt=ORD./m/0cp6w.2019-11-09*/m/0cp6w.ORD.2019-11-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Chicago,ORD,Kuala Lumpur,KUL,882,585,66.33,"Sat, 25 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=ORD./m/049d1.2020-01-25*/m/049d1.ORD.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Chicago,ORD,Seville,SVQ,1043,460,44.10,"Sun, 8 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=ORD./m/09f3c.2019-12-08*/m/09f3c.ORD.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Chicago,ORD,Manchester,MAN,546,369,67.58,"Sat, 18 Jan - Mon, 27 Jan",https://www.google.com/flights#flt=ORD./m/052bw.2020-01-18*/m/052bw.ORD.2020-01-27;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Cleveland,CLE,Paris,CDG,1154,610,52.86,"Thu, 5 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=CLE./m/05qtj.2019-12-05*/m/05qtj.CLE.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Cleveland,CLE,Barcelona,BCN,1174,633,53.92,"Mon, 2 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=CLE./m/01f62.2019-12-02*/m/01f62.CLE.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Cleveland,CLE,Venice,VCE,909,627,68.98,"Thu, 24 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=CLE./m/07_pf.2019-10-24*/m/07_pf.CLE.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Cleveland,CLE,Florence,FLR,1212,646,53.30,"Mon, 28 Oct - Tue, 5 Nov",https://www.google.com/flights#flt=CLE./m/031y2.2019-10-28*/m/031y2.CLE.2019-11-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Cleveland,CLE,Prague,PRG,985,634,64.37,"Sun, 22 Sep - Mon, 30 Sep",https://www.google.com/flights#flt=CLE./m/05ywg.2019-09-22*/m/05ywg.CLE.2019-09-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Cleveland,CLE,Oslo,OSL,1156,640,55.36,"Fri, 6 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=CLE./m/05l64.2019-12-06*/m/05l64.CLE.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Cleveland,CLE,Naples,NAP,980,641,65.41,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CLE./m/0fhsz.2019-11-28*/m/0fhsz.CLE.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Cleveland,CLE,Nice,NCE,1054,630,59.77,"Fri, 25 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=CLE./m/0cp6w.2019-10-25*/m/0cp6w.CLE.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Cleveland,CLE,Glasgow,GLA,869,570,65.59,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CLE./m/0hyxv.2019-11-28*/m/0hyxv.CLE.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Cleveland,CLE,Manchester,MAN,894,545,60.96,"Mon, 11 Nov - Mon, 18 Nov",https://www.google.com/flights#flt=CLE./m/052bw.2019-11-11*/m/052bw.CLE.2019-11-18;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-51,Atlanta,ATL,Paris,CDG,822,488,59.37,"Sat, 26 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=ATL./m/05qtj.2019-10-26*/m/05qtj.ATL.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-51,Atlanta,ATL,Barcelona,BCN,1064,479,45.02,"Fri, 6 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=ATL./m/01f62.2019-12-06*/m/01f62.ATL.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-52,Atlanta,ATL,Rome,FCO,719,503,69.96,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/06c62.2019-11-28*/m/06c62.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-52,Atlanta,ATL,Madrid,MAD,1060,484,45.66,"Thu, 5 Dec - Wed, 11 Dec",https://www.google.com/flights#flt=ATL./m/056_y.2019-12-05*/m/056_y.ATL.2019-12-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-52,Atlanta,ATL,London,LGW,787,537,68.23,"Sun, 15 Sep - Mon, 23 Sep",https://www.google.com/flights#flt=ATL./m/04jpl.2019-09-15*/m/04jpl.ATL.2019-09-23;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-52,Atlanta,ATL,Lisbon,LIS,1085,529,48.76,"Sun, 8 Dec - Sun, 15 Dec",https://www.google.com/flights#flt=ATL./m/04llb.2019-12-08*/m/04llb.ATL.2019-12-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Atlanta,ATL,Florence,FLR,746,510,68.36,"Sun, 12 Jan - Mon, 20 Jan",https://www.google.com/flights#flt=ATL./m/031y2.2020-01-12*/m/031y2.ATL.2020-01-20;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Atlanta,ATL,Stockholm,ARN,1093,580,53.06,"Sun, 8 Dec - Mon, 16 Dec",https://www.google.com/flights#flt=ATL./m/06mxs.2019-12-08*/m/06mxs.ATL.2019-12-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Atlanta,ATL,Budapest,BUD,919,571,62.13,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/095w_.2019-11-29*/m/095w_.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-53,Atlanta,ATL,Naples,NAP,807,504,62.45,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/0fhsz.2019-11-28*/m/0fhsz.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Atlanta,ATL,Nice,NCE,766,503,65.67,"Fri, 25 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=ATL./m/0cp6w.2019-10-25*/m/0cp6w.ATL.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Atlanta,ATL,Brussels,BRU,800,490,61.25,"Thu, 28 Nov - Thu, 5 Dec",https://www.google.com/flights#flt=ATL./m/02rnbv.2019-11-28*/m/02rnbv.ATL.2019-12-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Atlanta,ATL,Oslo,OSL,933,564,60.45,"Thu, 14 Nov - Thu, 21 Nov",https://www.google.com/flights#flt=ATL./m/05l64.2019-11-14*/m/05l64.ATL.2019-11-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-54,Atlanta,ATL,Zagreb,ZAG,1099,571,51.96,"Sun, 17 Nov - Sun, 24 Nov",https://www.google.com/flights#flt=ATL./m/0fhzy.2019-11-17*/m/0fhzy.ATL.2019-11-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Atlanta,ATL,Bucharest,OTP,1299,560,43.11,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=ATL./m/096gm.2019-12-02*/m/096gm.ATL.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Atlanta,ATL,Malta,MLA,799,554,69.34,"Sat, 25 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=ATL./m/04v3q.2020-01-25*/m/04v3q.ATL.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Atlanta,ATL,Genoa,GOA,1631,574,35.19,"Sat, 7 Dec - Sat, 14 Dec",https://www.google.com/flights#flt=ATL./m/0hknf.2019-12-07*/m/0hknf.ATL.2019-12-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-55,Atlanta,ATL,Porto,OPO,980,552,56.33,"Sat, 26 Oct - Mon, 4 Nov",https://www.google.com/flights#flt=ATL./m/0pmn7.2019-10-26*/m/0pmn7.ATL.2019-11-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Atlanta,ATL,Pisa,PSA,748,513,68.58,"Sat, 25 Jan - Sun, 2 Feb",https://www.google.com/flights#flt=ATL./m/064xp.2020-01-25*/m/064xp.ATL.2020-02-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Atlanta,ATL,Ljubljana,LJU,1090,577,52.94,"Mon, 4 Nov - Sun, 10 Nov",https://www.google.com/flights#flt=ATL./m/0bmm4.2019-11-04*/m/0bmm4.ATL.2019-11-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Atlanta,ATL,Lyon,LYS,975,516,52.92,"Sun, 3 Nov - Mon, 11 Nov",https://www.google.com/flights#flt=ATL./m/0dprg.2019-11-03*/m/0dprg.ATL.2019-11-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-56,Atlanta,ATL,Bologna,BLQ,737,507,68.79,"Thu, 9 Jan - Sat, 18 Jan",https://www.google.com/flights#flt=ATL./m/096g3.2020-01-09*/m/096g3.ATL.2020-01-18;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Atlanta,ATL,Larnaca,LCA,1342,569,42.40,"Sat, 16 Nov - Sun, 24 Nov",https://www.google.com/flights#flt=ATL./m/01q7yl.2019-11-16*/m/01q7yl.ATL.2019-11-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Charlotte,CLT,Nice,NCE,955,482,50.47,"Fri, 27 Sep - Fri, 4 Oct",https://www.google.com/flights#flt=CLT./m/0cp6w.2019-09-27*/m/0cp6w.CLT.2019-10-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-57,Charlotte,CLT,Helsinki,HEL,877,445,50.74,"Sat, 23 Nov - Mon, 2 Dec",https://www.google.com/flights#flt=CLT./m/03khn.2019-11-23*/m/03khn.CLT.2019-12-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-58,Charlotte,CLT,Oslo,OSL,885,588,66.44,"Sun, 24 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=CLT./m/05l64.2019-11-24*/m/05l64.CLT.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-58,Charlotte,CLT,Ibiza,IBZ,1340,575,42.91,"Sun, 29 Sep - Tue, 8 Oct",https://www.google.com/flights#flt=CLT./m/021n7_.2019-09-29*/m/021n7_.CLT.2019-10-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-58,Charlotte,CLT,Warsaw,WAW,1072,582,54.29,"Mon, 28 Oct - Wed, 6 Nov",https://www.google.com/flights#flt=CLT./m/081m_.2019-10-28*/m/081m_.CLT.2019-11-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-58,Charlotte,CLT,Palma,PMI,1155,569,49.26,"Mon, 30 Sep - Wed, 9 Oct",https://www.google.com/flights#flt=CLT./m/0jwz5.2019-09-30*/m/0jwz5.CLT.2019-10-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-58,Charlotte,CLT,Kraków,KRK,1127,584,51.82,"Mon, 11 Nov - Mon, 18 Nov",https://www.google.com/flights#flt=CLT./m/0491y.2019-11-11*/m/0491y.CLT.2019-11-18;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-59,Charlotte,CLT,Chengdu,CTU,1507,640,42.47,"Sat, 7 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=CLT./m/016v46.2019-12-07*/m/016v46.CLT.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-59,Charlotte,CLT,Wrocław,WRO,1164,576,49.48,"Sun, 17 Nov - Tue, 26 Nov",https://www.google.com/flights#flt=CLT./m/0845b.2019-11-17*/m/0845b.CLT.2019-11-26;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-59,Charlotte,CLT,Stockholm,ARN,887,588,66.29,"Thu, 7 Nov - Wed, 13 Nov",https://www.google.com/flights#flt=CLT./m/06mxs.2019-11-07*/m/06mxs.CLT.2019-11-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-59,Cincinnati,CVG,Paris,CDG,782,498,63.68,"Mon, 30 Sep - Tue, 8 Oct",https://www.google.com/flights#flt=CVG./m/05qtj.2019-09-30*/m/05qtj.CVG.2019-10-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-00,Cincinnati,CVG,Honolulu,HNL,731,473,64.71,"Thu, 24 Oct - Thu, 31 Oct",https://www.google.com/flights#flt=CVG./m/02hrh0_.2019-10-24*/m/02hrh0_.CVG.2019-10-31;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-00,Cincinnati,CVG,Prague,PRG,1117,622,55.68,"Fri, 25 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=CVG./m/05ywg.2019-10-25*/m/05ywg.CVG.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-00,Cincinnati,CVG,Hong Kong,HKG,933,579,62.06,"Mon, 20 Jan - Tue, 28 Jan",https://www.google.com/flights#flt=CVG./m/03h64.2020-01-20*/m/03h64.CVG.2020-01-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-00,Cincinnati,CVG,Lisbon,LIS,901,611,67.81,"Mon, 18 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=CVG./m/04llb.2019-11-18*/m/04llb.CVG.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-00,Cincinnati,CVG,Oslo,OSL,964,640,66.39,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CVG./m/05l64.2019-11-29*/m/05l64.CVG.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-01,Cincinnati,CVG,Warsaw,WAW,1072,644,60.07,"Thu, 14 Nov - Fri, 22 Nov",https://www.google.com/flights#flt=CVG./m/081m_.2019-11-14*/m/081m_.CVG.2019-11-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-01,Cincinnati,CVG,Brussels,BRU,806,564,69.98,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CVG./m/02rnbv.2019-11-29*/m/02rnbv.CVG.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-01,Cincinnati,CVG,Luxembourg,LUX,933,566,60.66,"Fri, 29 Nov - Sun, 8 Dec",https://www.google.com/flights#flt=CVG./m/0fq8f.2019-11-29*/m/0fq8f.CVG.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-04-01,Cincinnati,CVG,Sofia,SOF,1157,637,55.06,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CVG./m/0ftjx.2019-11-29*/m/0ftjx.CVG.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
